
TEST CASES
case	Адрес	Стоимость заказа	Высота заказа	Длина заказа	Ширина заказа	Вес заказа	pairings
Вес заказа	Адрес	10,001	город из РФ на кириллице (Новосибирск)	2	90, 178
Вес заказа	Адрес	10,001	город не из РФ на латинице (Minsk)	2	130, 181
Вес заказа	Адрес	10,001	город не из РФ на кириллице (Минск)	1	118
Вес заказа	Адрес	10,001	Верхний регистр, любой алфавит (МОСКВА)	2	79, 100
Вес заказа	Адрес	10,001	Нижний регистр, любой алфавит (almaty)	2	107, 125
Вес заказа	Адрес	10,001	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	114, 163
Вес заказа	Адрес	10,001	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	42, 136
Вес заказа	Адрес	12,5	город из РФ на латинице (Novosibirsk)	2	119, 166
Вес заказа	Адрес	12,5	город из РФ на кириллице (Новосибирск)	2	108, 137
Вес заказа	Адрес	12,5	город не из РФ на латинице (Minsk)	1	115
Вес заказа	Адрес	12,5	город не из РФ на кириллице (Минск)	2	80, 164
Вес заказа	Адрес	12,5	Верхний регистр, любой алфавит (МОСКВА)	1	122
Вес заказа	Адрес	12,5	Нижний регистр, любой алфавит (almaty)	2	126, 133
Вес заказа	Адрес	12,5	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	69, 140
Вес заказа	Адрес	12,5	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	1	91
Вес заказа	Адрес	Не заполнено	город из РФ на латинице (Novosibirsk)	2	131, 141
Вес заказа	Адрес	Не заполнено	город из РФ на кириллице (Новосибирск)	2	116, 167
Вес заказа	Адрес	Не заполнено	город не из РФ на латинице (Minsk)	3	109, 127, 165
Вес заказа	Адрес	Не заполнено	город не из РФ на кириллице (Минск)	1	92
Вес заказа	Адрес	Не заполнено	Верхний регистр, любой алфавит (МОСКВА)	2	129, 149
Вес заказа	Адрес	Не заполнено	Нижний регистр, любой алфавит (almaty)	2	123, 152
Вес заказа	Адрес	Не заполнено	Название города через один дефис, любой алфавит (Санкт-Петербург)	1	134
Вес заказа	Адрес	Не заполнено	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	120, 138
Стоимость заказа	Высота заказа	0	0	1	1
Стоимость заказа	Высота заказа	0	0,1	2	19, 37
Стоимость заказа	Высота заказа	0	30	2	28, 57
Стоимость заказа	Высота заказа	0	59,9	2	10, 66
Стоимость заказа	Высота заказа	0	60	2	48, 188
Стоимость заказа	Высота заказа	0	60,1	2	90, 187
Стоимость заказа	Высота заказа	0	15	2	108, 127
Стоимость заказа	Высота заказа	0	29,9	1	73
Стоимость заказа	Высота заказа	0	30,1	1	159
Стоимость заказа	Высота заказа	0	45	1	139
Стоимость заказа	Высота заказа	0	Не заполнено	1	78
Стоимость заказа	Высота заказа	0,01	0	2	20, 140
Стоимость заказа	Высота заказа	0,01	0,1	2	2, 58
Стоимость заказа	Высота заказа	0,01	30	2	9, 38
Стоимость заказа	Высота заказа	0,01	59,9	2	27, 47
Стоимость заказа	Высота заказа	0,01	60	1	65
Стоимость заказа	Высота заказа	0,01	60,1	1	79
Стоимость заказа	Высота заказа	0,01	15	1	89
Стоимость заказа	Высота заказа	0,01	29,9	1	83
Стоимость заказа	Высота заказа	0,01	30,1	1	74
Стоимость заказа	Высота заказа	0,01	45	1	161
Стоимость заказа	Высота заказа	0,01	Не заполнено	1	109
Стоимость заказа	Высота заказа	10000	0	1	26
Стоимость заказа	Высота заказа	10000	0,1	2	12, 64
Стоимость заказа	Высота заказа	10000	30	2	3, 50
Стоимость заказа	Высота заказа	10000	59,9	2	17, 39
Стоимость заказа	Высота заказа	10000	60	1	55
Стоимость заказа	Высота заказа	10000	60,1	1	92
Стоимость заказа	Высота заказа	10000	15	1	80
Стоимость заказа	Высота заказа	10000	29,9	2	107, 189
Стоимость заказа	Высота заказа	10000	30,1	1	99
Стоимость заказа	Высота заказа	10000	45	1	75
Стоимость заказа	Высота заказа	10000	Не заполнено	1	162
Стоимость заказа	Высота заказа	19999,99	0	2	11, 174
Стоимость заказа	Высота заказа	19999,99	0,1	2	25, 49
Стоимость заказа	Высота заказа	19999,99	30	2	18, 63
Стоимость заказа	Высота заказа	19999,99	59,9	2	4, 56
Стоимость заказа	Высота заказа	19999,99	60	1	40
Стоимость заказа	Высота заказа	19999,99	60,1	1	131
Стоимость заказа	Высота заказа	19999,99	15	2	110, 173
Стоимость заказа	Высота заказа	19999,99	29,9	2	124, 168
Стоимость заказа	Высота заказа	19999,99	30,1	2	143, 169
Стоимость заказа	Высота заказа	19999,99	45	2	100, 166
Стоимость заказа	Высота заказа	19999,99	Не заполнено	2	91, 165
Стоимость заказа	Высота заказа	20000	0	2	44, 157
Стоимость заказа	Высота заказа	20000	0,1	1	134
Стоимость заказа	Высота заказа	20000	30	2	160, 185
Стоимость заказа	Высота заказа	20000	59,9	1	126
Стоимость заказа	Высота заказа	20000	60	3	5, 130, 141
Стоимость заказа	Высота заказа	20000	60,1	1	23
Стоимость заказа	Высота заказа	20000	15	2	32, 144
Стоимость заказа	Высота заказа	20000	29,9	1	14
Стоимость заказа	Высота заказа	20000	30,1	1	33
Стоимость заказа	Высота заказа	20000	45	2	53, 170
Стоимость заказа	Высота заказа	20000	Не заполнено	1	62
Стоимость заказа	Высота заказа	20000,01	0	2	61, 76
Стоимость заказа	Высота заказа	20000,01	0,1	1	164
Стоимость заказа	Высота заказа	20000,01	30	1	85
Стоимость заказа	Высота заказа	20000,01	59,9	1	167
Стоимость заказа	Высота заказа	20000,01	60	2	24, 128
Стоимость заказа	Высота заказа	20000,01	60,1	2	6, 155
Стоимость заказа	Высота заказа	20000,01	15	2	13, 149
Стоимость заказа	Высота заказа	20000,01	29,9	1	31
Стоимость заказа	Высота заказа	20000,01	30,1	2	54, 171
Стоимость заказа	Высота заказа	20000,01	45	2	34, 163
Стоимость заказа	Высота заказа	20000,01	Не заполнено	1	43
Стоимость заказа	Высота заказа	5000	0	2	51, 86
Стоимость заказа	Высота заказа	5000	0,1	2	77, 106
Стоимость заказа	Высота заказа	5000	30	1	177
Стоимость заказа	Высота заказа	5000	59,9	1	96
Стоимость заказа	Высота заказа	5000	60	1	30
Стоимость заказа	Высота заказа	5000	60,1	2	16, 150
Стоимость заказа	Высота заказа	5000	15	1	7
Стоимость заказа	Высота заказа	5000	29,9	1	21
Стоимость заказа	Высота заказа	5000	30,1	4	60, 114, 119, 123
Стоимость заказа	Высота заказа	5000	45	1	46
Стоимость заказа	Высота заказа	5000	Не заполнено	1	35
Стоимость заказа	Высота заказа	9999,99	0	2	36, 132
Стоимость заказа	Высота заказа	9999,99	0,1	1	156
Стоимость заказа	Высота заказа	9999,99	30	2	137, 138
Стоимость заказа	Высота заказа	9999,99	59,9	2	136, 184
Стоимость заказа	Высота заказа	9999,99	60	2	15, 153
Стоимость заказа	Высота заказа	9999,99	60,1	1	29
Стоимость заказа	Высота заказа	9999,99	15	4	22, 142, 152, 180
Стоимость заказа	Высота заказа	9999,99	29,9	1	8
Стоимость заказа	Высота заказа	9999,99	30,1	1	45
Стоимость заказа	Высота заказа	9999,99	45	3	59, 175, 176
Стоимость заказа	Высота заказа	9999,99	Не заполнено	3	52, 145, 178
Стоимость заказа	Высота заказа	10000,01	0	1	68
Стоимость заказа	Высота заказа	10000,01	0,1	2	94, 183
Стоимость заказа	Высота заказа	10000,01	30	1	105
Стоимость заказа	Высота заказа	10000,01	59,9	1	117
Стоимость заказа	Высота заказа	10000,01	60	1	70
Стоимость заказа	Высота заказа	10000,01	60,1	2	41, 102
Стоимость заказа	Высота заказа	10000,01	15	1	82
Стоимость заказа	Высота заказа	10000,01	29,9	2	115, 133
Стоимость заказа	Высота заказа	10000,01	30,1	1	87
Стоимость заказа	Высота заказа	10000,01	45	2	116, 146
Стоимость заказа	Высота заказа	10000,01	Не заполнено	2	97, 179
Стоимость заказа	Высота заказа	15000	0	1	120
Стоимость заказа	Высота заказа	15000	0,1	2	81, 181
Стоимость заказа	Высота заказа	15000	30	1	95
Стоимость заказа	Высота заказа	15000	59,9	1	101
Стоимость заказа	Высота заказа	15000	60	2	122, 182
Стоимость заказа	Высота заказа	15000	60,1	1	71
Стоимость заказа	Высота заказа	15000	15	2	42, 172
Стоимость заказа	Высота заказа	15000	29,9	1	67
Стоимость заказа	Высота заказа	15000	30,1	2	104, 147
Стоимость заказа	Высота заказа	15000	45	1	88
Стоимость заказа	Высота заказа	15000	Не заполнено	1	112
Стоимость заказа	Высота заказа	Не заполнено	0	1	135
Стоимость заказа	Высота заказа	Не заполнено	0,1	1	121
Стоимость заказа	Высота заказа	Не заполнено	30	1	125
Стоимость заказа	Высота заказа	Не заполнено	59,9	2	154, 186
Стоимость заказа	Высота заказа	Не заполнено	60	2	84, 111
Стоимость заказа	Высота заказа	Не заполнено	60,1	1	69
Стоимость заказа	Высота заказа	Не заполнено	15	2	72, 148
Стоимость заказа	Высота заказа	Не заполнено	29,9	3	93, 129, 151
Стоимость заказа	Высота заказа	Не заполнено	30,1	1	98
Стоимость заказа	Высота заказа	Не заполнено	45	2	103, 113
Стоимость заказа	Высота заказа	Не заполнено	Не заполнено	2	118, 158
Стоимость заказа	Длина заказа	0	0	3	1, 127, 187
Стоимость заказа	Длина заказа	0	0,1	2	28, 48
Стоимость заказа	Длина заказа	0	20	1	10
Стоимость заказа	Длина заказа	0	39,9	2	19, 159
Стоимость заказа	Длина заказа	0	40	1	57
Стоимость заказа	Длина заказа	0	40,1	2	37, 78
Стоимость заказа	Длина заказа	0	10	2	66, 188
Стоимость заказа	Длина заказа	0	19,9	1	73
Стоимость заказа	Длина заказа	0	20,1	1	90
Стоимость заказа	Длина заказа	0	30	1	108
Стоимость заказа	Длина заказа	0	Не заполнено	1	139
Стоимость заказа	Длина заказа	0,01	0	2	27, 79
Стоимость заказа	Длина заказа	0,01	0,1	1	2
Стоимость заказа	Длина заказа	0,01	20	2	20, 161
Стоимость заказа	Длина заказа	0,01	39,9	2	9, 65
Стоимость заказа	Длина заказа	0,01	40	1	47
Стоимость заказа	Длина заказа	0,01	40,1	1	109
Стоимость заказа	Длина заказа	0,01	10	1	38
Стоимость заказа	Длина заказа	0,01	19,9	2	58, 140
Стоимость заказа	Длина заказа	0,01	20,1	1	74
Стоимость заказа	Длина заказа	0,01	30	1	83
Стоимость заказа	Длина заказа	0,01	Не заполнено	1	89
Стоимость заказа	Длина заказа	10000	0	1	12
Стоимость заказа	Длина заказа	10000	0,1	1	17
Стоимость заказа	Длина заказа	10000	20	2	3, 55
Стоимость заказа	Длина заказа	10000	39,9	1	26
Стоимость заказа	Длина заказа	10000	40	2	64, 189
Стоимость заказа	Длина заказа	10000	40,1	1	50
Стоимость заказа	Длина заказа	10000	10	1	80
Стоимость заказа	Длина заказа	10000	19,9	2	39, 99
Стоимость заказа	Длина заказа	10000	20,1	1	107
Стоимость заказа	Длина заказа	10000	30	2	75, 162
Стоимость заказа	Длина заказа	10000	Не заполнено	1	92
Стоимость заказа	Длина заказа	19999,99	0	2	18, 40
Стоимость заказа	Длина заказа	19999,99	0,1	2	11, 100
Стоимость заказа	Длина заказа	19999,99	20	2	25, 168
Стоимость заказа	Длина заказа	19999,99	39,9	2	4, 131
Стоимость заказа	Длина заказа	19999,99	40	3	91, 143, 169
Стоимость заказа	Длина заказа	19999,99	40,1	2	56, 166
Стоимость заказа	Длина заказа	19999,99	10	2	49, 165
Стоимость заказа	Длина заказа	19999,99	19,9	1	63
Стоимость заказа	Длина заказа	19999,99	20,1	2	110, 124
Стоимость заказа	Длина заказа	19999,99	30	1	174
Стоимость заказа	Длина заказа	19999,99	Не заполнено	1	173
Стоимость заказа	Длина заказа	20000	0	1	53
Стоимость заказа	Длина заказа	20000	0,1	1	144
Стоимость заказа	Длина заказа	20000	20	2	130, 157
Стоимость заказа	Длина заказа	20000	39,9	1	134
Стоимость заказа	Длина заказа	20000	40	2	5, 185
Стоимость заказа	Длина заказа	20000	40,1	1	32
Стоимость заказа	Длина заказа	20000	10	2	14, 170
Стоимость заказа	Длина заказа	20000	19,9	1	23
Стоимость заказа	Длина заказа	20000	20,1	3	33, 126, 160
Стоимость заказа	Длина заказа	20000	30	2	62, 141
Стоимость заказа	Длина заказа	20000	Не заполнено	1	44
Стоимость заказа	Длина заказа	20000,01	0	1	43
Стоимость заказа	Длина заказа	20000,01	0,1	1	85
Стоимость заказа	Длина заказа	20000,01	20	2	76, 164
Стоимость заказа	Длина заказа	20000,01	39,9	1	128
Стоимость заказа	Длина заказа	20000,01	40	3	31, 155, 163
Стоимость заказа	Длина заказа	20000,01	40,1	2	6, 171
Стоимость заказа	Длина заказа	20000,01	10	1	24
Стоимость заказа	Длина заказа	20000,01	19,9	2	13, 167
Стоимость заказа	Длина заказа	20000,01	20,1	2	61, 149
Стоимость заказа	Длина заказа	20000,01	30	1	34
Стоимость заказа	Длина заказа	20000,01	Не заполнено	1	54
Стоимость заказа	Длина заказа	5000	0	1	60
Стоимость заказа	Длина заказа	5000	0,1	2	106, 119
Стоимость заказа	Длина заказа	5000	20	1	123
Стоимость заказа	Длина заказа	5000	39,9	2	86, 114
Стоимость заказа	Длина заказа	5000	40	1	16
Стоимость заказа	Длина заказа	5000	40,1	2	21, 150
Стоимость заказа	Длина заказа	5000	10	1	7
Стоимость заказа	Длина заказа	5000	19,9	1	30
Стоимость заказа	Длина заказа	5000	20,1	1	46
Стоимость заказа	Длина заказа	5000	30	2	51, 177
Стоимость заказа	Длина заказа	5000	Не заполнено	3	35, 77, 96
Стоимость заказа	Длина заказа	9999,99	0	3	138, 145, 156
Стоимость заказа	Длина заказа	9999,99	0,1	2	136, 152
Стоимость заказа	Длина заказа	9999,99	20	1	184
Стоимость заказа	Длина заказа	9999,99	39,9	2	137, 180
Стоимость заказа	Длина заказа	9999,99	40	2	22, 36
Стоимость заказа	Длина заказа	9999,99	40,1	3	15, 142, 153
Стоимость заказа	Длина заказа	9999,99	10	2	29, 132
Стоимость заказа	Длина заказа	9999,99	19,9	2	8, 176
Стоимость заказа	Длина заказа	9999,99	20,1	2	52, 175
Стоимость заказа	Длина заказа	9999,99	30	1	45
Стоимость заказа	Длина заказа	9999,99	Не заполнено	2	59, 178
Стоимость заказа	Длина заказа	10000,01	0	1	133
Стоимость заказа	Длина заказа	10000,01	0,1	1	41
Стоимость заказа	Длина заказа	10000,01	20	2	87, 97
Стоимость заказа	Длина заказа	10000,01	39,9	2	146, 179
Стоимость заказа	Длина заказа	10000,01	40	1	70
Стоимость заказа	Длина заказа	10000,01	40,1	2	68, 183
Стоимость заказа	Длина заказа	10000,01	10	1	116
Стоимость заказа	Длина заказа	10000,01	19,9	1	82
Стоимость заказа	Длина заказа	10000,01	20,1	2	94, 105
Стоимость заказа	Длина заказа	10000,01	30	2	102, 117
Стоимость заказа	Длина заказа	10000,01	Не заполнено	1	115
Стоимость заказа	Длина заказа	15000	0	1	67
Стоимость заказа	Длина заказа	15000	0,1	1	88
Стоимость заказа	Длина заказа	15000	20	1	42
Стоимость заказа	Длина заказа	15000	39,9	1	71
Стоимость заказа	Длина заказа	15000	40	1	120
Стоимость заказа	Длина заказа	15000	40,1	1	122
Стоимость заказа	Длина заказа	15000	10	3	81, 181, 182
Стоимость заказа	Длина заказа	15000	19,9	2	101, 172
Стоимость заказа	Длина заказа	15000	20,1	1	112
Стоимость заказа	Длина заказа	15000	30	2	95, 147
Стоимость заказа	Длина заказа	15000	Не заполнено	1	104
Стоимость заказа	Длина заказа	Не заполнено	0	1	154
Стоимость заказа	Длина заказа	Не заполнено	0,1	3	72, 129, 158
Стоимость заказа	Длина заказа	Не заполнено	20	2	69, 148
Стоимость заказа	Длина заказа	Не заполнено	39,9	2	93, 103
Стоимость заказа	Длина заказа	Не заполнено	40	1	135
Стоимость заказа	Длина заказа	Не заполнено	40,1	1	186
Стоимость заказа	Длина заказа	Не заполнено	10	2	98, 151
Стоимость заказа	Длина заказа	Не заполнено	19,9	1	118
Стоимость заказа	Длина заказа	Не заполнено	20,1	1	84
Стоимость заказа	Длина заказа	Не заполнено	30	2	113, 121
Стоимость заказа	Длина заказа	Не заполнено	Не заполнено	2	111, 125
Стоимость заказа	Адрес	0	город из РФ на латинице (Novosibirsk)	3	1, 73, 159
Стоимость заказа	Адрес	0	город из РФ на кириллице (Новосибирск)	3	78, 90, 108
Стоимость заказа	Адрес	0	город не из РФ на латинице (Minsk)	2	19, 127
Стоимость заказа	Адрес	0	город не из РФ на кириллице (Минск)	2	48, 57
Стоимость заказа	Адрес	0	Верхний регистр, любой алфавит (МОСКВА)	2	66, 187
Стоимость заказа	Адрес	0	Нижний регистр, любой алфавит (almaty)	1	10
Стоимость заказа	Адрес	0	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	37, 188
Стоимость заказа	Адрес	0	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	28, 139
Стоимость заказа	Адрес	0,01	город из РФ на латинице (Novosibirsk)	1	89
Стоимость заказа	Адрес	0,01	город из РФ на кириллице (Новосибирск)	2	2, 161
Стоимость заказа	Адрес	0,01	город не из РФ на латинице (Minsk)	2	47, 109
Стоимость заказа	Адрес	0,01	город не из РФ на кириллице (Минск)	2	20, 74
Стоимость заказа	Адрес	0,01	Верхний регистр, любой алфавит (МОСКВА)	2	9, 79
Стоимость заказа	Адрес	0,01	Нижний регистр, любой алфавит (almaty)	2	38, 58
Стоимость заказа	Адрес	0,01	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	27, 140
Стоимость заказа	Адрес	0,01	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	65, 83
Стоимость заказа	Адрес	10000	город из РФ на латинице (Novosibirsk)	2	17, 64
Стоимость заказа	Адрес	10000	город из РФ на кириллице (Новосибирск)	1	55
Стоимость заказа	Адрес	10000	город не из РФ на латинице (Minsk)	2	3, 75
Стоимость заказа	Адрес	10000	город не из РФ на кириллице (Минск)	2	80, 92
Стоимость заказа	Адрес	10000	Верхний регистр, любой алфавит (МОСКВА)	2	39, 189
Стоимость заказа	Адрес	10000	Нижний регистр, любой алфавит (almaty)	2	26, 107
Стоимость заказа	Адрес	10000	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	50, 162
Стоимость заказа	Адрес	10000	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	12, 99
Стоимость заказа	Адрес	19999,99	город из РФ на латинице (Novosibirsk)	3	49, 131, 166
Стоимость заказа	Адрес	19999,99	город из РФ на кириллице (Новосибирск)	2	18, 173
Стоимость заказа	Адрес	19999,99	город не из РФ на латинице (Minsk)	3	63, 165, 174
Стоимость заказа	Адрес	19999,99	город не из РФ на кириллице (Минск)	1	4
Стоимость заказа	Адрес	19999,99	Верхний регистр, любой алфавит (МОСКВА)	2	25, 100
Стоимость заказа	Адрес	19999,99	Нижний регистр, любой алфавит (almaty)	2	40, 143
Стоимость заказа	Адрес	19999,99	Название города через один дефис, любой алфавит (Санкт-Петербург)	3	11, 124, 168
Стоимость заказа	Адрес	19999,99	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	4	56, 91, 110, 169
Стоимость заказа	Адрес	20000	город из РФ на латинице (Novosibirsk)	3	53, 141, 185
Стоимость заказа	Адрес	20000	город из РФ на кириллице (Новосибирск)	1	14
Стоимость заказа	Адрес	20000	город не из РФ на латинице (Minsk)	3	33, 130, 144
Стоимость заказа	Адрес	20000	город не из РФ на кириллице (Минск)	1	32
Стоимость заказа	Адрес	20000	Верхний регистр, любой алфавит (МОСКВА)	3	5, 157, 160
Стоимость заказа	Адрес	20000	Нижний регистр, любой алфавит (almaty)	2	62, 126
Стоимость заказа	Адрес	20000	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	23, 134
Стоимость заказа	Адрес	20000	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	44, 170
Стоимость заказа	Адрес	20000,01	город из РФ на латинице (Novosibirsk)	2	13, 128
Стоимость заказа	Адрес	20000,01	город из РФ на кириллице (Новосибирск)	3	43, 61, 167
Стоимость заказа	Адрес	20000,01	город не из РФ на латинице (Minsk)	1	31
Стоимость заказа	Адрес	20000,01	город не из РФ на кириллице (Минск)	4	34, 155, 164, 171
Стоимость заказа	Адрес	20000,01	Верхний регистр, любой алфавит (МОСКВА)	2	54, 149
Стоимость заказа	Адрес	20000,01	Нижний регистр, любой алфавит (almaty)	2	6, 76
Стоимость заказа	Адрес	20000,01	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	85, 163
Стоимость заказа	Адрес	20000,01	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	1	24
Стоимость заказа	Адрес	5000	город из РФ на латинице (Novosibirsk)	2	35, 119
Стоимость заказа	Адрес	5000	город из РФ на кириллице (Новосибирск)	2	30, 77
Стоимость заказа	Адрес	5000	город не из РФ на латинице (Minsk)	2	51, 60
Стоимость заказа	Адрес	5000	город не из РФ на кириллице (Минск)	2	16, 177
Стоимость заказа	Адрес	5000	Верхний регистр, любой алфавит (МОСКВА)	2	21, 86
Стоимость заказа	Адрес	5000	Нижний регистр, любой алфавит (almaty)	4	46, 96, 106, 123
Стоимость заказа	Адрес	5000	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	7, 114
Стоимость заказа	Адрес	5000	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	1	150
Стоимость заказа	Адрес	9999,99	город из РФ на латинице (Novosibirsk)	2	29, 184
Стоимость заказа	Адрес	9999,99	город из РФ на кириллице (Новосибирск)	3	36, 137, 178
Стоимость заказа	Адрес	9999,99	город не из РФ на латинице (Minsk)	3	15, 142, 176
Стоимость заказа	Адрес	9999,99	город не из РФ на кириллице (Минск)	3	59, 132, 145
Стоимость заказа	Адрес	9999,99	Верхний регистр, любой алфавит (МОСКВА)	2	45, 156
Стоимость заказа	Адрес	9999,99	Нижний регистр, любой алфавит (almaty)	3	22, 152, 153
Стоимость заказа	Адрес	9999,99	Название города через один дефис, любой алфавит (Санкт-Петербург)	3	52, 175, 180
Стоимость заказа	Адрес	9999,99	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	3	8, 136, 138
Стоимость заказа	Адрес	10000,01	город из РФ на латинице (Novosibirsk)	3	68, 97, 105
Стоимость заказа	Адрес	10000,01	город из РФ на кириллице (Новосибирск)	2	87, 116
Стоимость заказа	Адрес	10000,01	город не из РФ на латинице (Minsk)	2	41, 115
Стоимость заказа	Адрес	10000,01	город не из РФ на кириллице (Минск)	1	94
Стоимость заказа	Адрес	10000,01	Верхний регистр, любой алфавит (МОСКВА)	3	82, 117, 179
Стоимость заказа	Адрес	10000,01	Нижний регистр, любой алфавит (almaty)	2	133, 146
Стоимость заказа	Адрес	10000,01	Название города через один дефис, любой алфавит (Санкт-Петербург)	1	70
Стоимость заказа	Адрес	10000,01	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	102, 183
Стоимость заказа	Адрес	15000	город из РФ на латинице (Novosibirsk)	1	71
Стоимость заказа	Адрес	15000	город из РФ на кириллице (Новосибирск)	2	101, 147
Стоимость заказа	Адрес	15000	город не из РФ на латинице (Minsk)	2	88, 181
Стоимость заказа	Адрес	15000	город не из РФ на кириллице (Минск)	2	67, 182
Стоимость заказа	Адрес	15000	Верхний регистр, любой алфавит (МОСКВА)	2	112, 122
Стоимость заказа	Адрес	15000	Нижний регистр, любой алфавит (almaty)	2	81, 172
Стоимость заказа	Адрес	15000	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	95, 104
Стоимость заказа	Адрес	15000	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	42, 120
Стоимость заказа	Адрес	Не заполнено	город из РФ на латинице (Novosibirsk)	3	84, 121, 151
Стоимость заказа	Адрес	Не заполнено	город из РФ на кириллице (Новосибирск)	3	93, 135, 186
Стоимость заказа	Адрес	Не заполнено	город не из РФ на латинице (Minsk)	2	98, 154
Стоимость заказа	Адрес	Не заполнено	город не из РФ на кириллице (Минск)	2	111, 118
Стоимость заказа	Адрес	Не заполнено	Верхний регистр, любой алфавит (МОСКВА)	2	72, 129
Стоимость заказа	Адрес	Не заполнено	Нижний регистр, любой алфавит (almaty)	2	125, 158
Стоимость заказа	Адрес	Не заполнено	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	69, 113
Стоимость заказа	Адрес	Не заполнено	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	103, 148
Высота заказа	Длина заказа	0	0	1	1
Высота заказа	Длина заказа	0	0,1	1	11
Высота заказа	Длина заказа	0	20	3	20, 76, 157
Высота заказа	Длина заказа	0	39,9	2	26, 86
Высота заказа	Длина заказа	0	40	3	36, 120, 135
Высота заказа	Длина заказа	0	40,1	1	68
Высота заказа	Длина заказа	0	10	1	132
Высота заказа	Длина заказа	0	19,9	1	140
Высота заказа	Длина заказа	0	20,1	1	61
Высота заказа	Длина заказа	0	30	2	51, 174
Высота заказа	Длина заказа	0	Не заполнено	1	44
Высота заказа	Длина заказа	0,1	0	2	12, 156
Высота заказа	Длина заказа	0,1	0,1	2	2, 106
Высота заказа	Длина заказа	0,1	20	2	25, 164
Высота заказа	Длина заказа	0,1	39,9	2	19, 134
Высота заказа	Длина заказа	0,1	40	1	64
Высота заказа	Длина заказа	0,1	40,1	2	37, 183
Высота заказа	Длина заказа	0,1	10	3	49, 81, 181
Высота заказа	Длина заказа	0,1	19,9	1	58
Высота заказа	Длина заказа	0,1	20,1	1	94
Высота заказа	Длина заказа	0,1	30	1	121
Высота заказа	Длина заказа	0,1	Не заполнено	1	77
Высота заказа	Длина заказа	30	0	2	18, 138
Высота заказа	Длина заказа	30	0,1	2	28, 85
Высота заказа	Длина заказа	30	20	1	3
Высота заказа	Длина заказа	30	39,9	2	9, 137
Высота заказа	Длина заказа	30	40	2	57, 185
Высота заказа	Длина заказа	30	40,1	1	50
Высота заказа	Длина заказа	30	10	1	38
Высота заказа	Длина заказа	30	19,9	1	63
Высота заказа	Длина заказа	30	20,1	2	105, 160
Высота заказа	Длина заказа	30	30	2	95, 177
Высота заказа	Длина заказа	30	Не заполнено	1	125
Высота заказа	Длина заказа	59,9	0	2	27, 154
Высота заказа	Длина заказа	59,9	0,1	2	17, 136
Высота заказа	Длина заказа	59,9	20	2	10, 184
Высота заказа	Длина заказа	59,9	39,9	1	4
Высота заказа	Длина заказа	59,9	40	1	47
Высота заказа	Длина заказа	59,9	40,1	2	56, 186
Высота заказа	Длина заказа	59,9	10	1	66
Высота заказа	Длина заказа	59,9	19,9	3	39, 101, 167
Высота заказа	Длина заказа	59,9	20,1	1	126
Высота заказа	Длина заказа	59,9	30	1	117
Высота заказа	Длина заказа	59,9	Не заполнено	1	96
Высота заказа	Длина заказа	60	0	1	40
Высота заказа	Длина заказа	60	0,1	1	48
Высота заказа	Длина заказа	60	20	2	55, 130
Высота заказа	Длина заказа	60	39,9	2	65, 128
Высота заказа	Длина заказа	60	40	2	5, 70
Высота заказа	Длина заказа	60	40,1	3	15, 122, 153
Высота заказа	Длина заказа	60	10	3	24, 182, 188
Высота заказа	Длина заказа	60	19,9	1	30
Высота заказа	Длина заказа	60	20,1	1	84
Высота заказа	Длина заказа	60	30	1	141
Высота заказа	Длина заказа	60	Не заполнено	1	111
Высота заказа	Длина заказа	60,1	0	2	79, 187
Высота заказа	Длина заказа	60,1	0,1	1	41
Высота заказа	Длина заказа	60,1	20	1	69
Высота заказа	Длина заказа	60,1	39,9	2	71, 131
Высота заказа	Длина заказа	60,1	40	2	16, 155
Высота заказа	Длина заказа	60,1	40,1	2	6, 150
Высота заказа	Длина заказа	60,1	10	1	29
Высота заказа	Длина заказа	60,1	19,9	1	23
Высота заказа	Длина заказа	60,1	20,1	1	90
Высота заказа	Длина заказа	60,1	30	1	102
